NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
AMPHENOL CORP,Common Stock,32095101,"152,328","2,309,044",SH,,SOLE,,"1,845,628",0,"463,416"
AMYRIS INC,Common Stock,03236M200,"2,605","136,401",SH,,SOLE,,"67,827",0,"68,574"
ANALOG DEVICES INC,Common Stock,32654105,"233,657","1,506,690",SH,,SOLE,,"1,085,261",0,"421,428"
ANAPLAN INC,Common Stock,03272L108,"6,843","127,068",SH,,SOLE,,"122,879",0,"4,189"
ANAPTYSBIO INC,Common Stock,32724106,"1,162","53,938",SH,,SOLE,,"51,307",0,"2,631"
ANAVEX LIFE SCIENCES C COM NEW,Common Stock,32797300,478,"31,989",SH,,SOLE,,"22,309",0,"9,680"
ANDERSONS INC/THE,Common Stock,34164103,"1,738","63,493",SH,,SOLE,,"56,474",0,"7,019"
ANGIODYNAMICS INC,Common Stock,03475V101,"2,503","106,975",SH,,SOLE,,"100,129",0,"6,846"
ANGLO AMERICAN PLAT-SPON ADR,ADR,03486T202,769,"31,124",SH,,SOLE,,"28,726",0,"2,398"
ANGLO AMERN PLC-SPONS ADR,ADR,03485P300,"50,370","2,537,545",SH,,SOLE,,"2,249,901",0,"287,645"
ANGLOGOLD ASHANTI LTD SPONSORED ADR,ADR,35128206,"8,841","402,392",SH,,SOLE,,"377,332",0,"25,060"
ANHEUSER-BUSCH INBEV SA N.V.,ADR,03524A108,"39,499","628,463",SH,,SOLE,,"553,187",0,"75,276"
ANHUI CONCH CEMENT UNSPONS ADR,ADR,35243104,"4,197","128,011",SH,,SOLE,,"105,693",0,"22,318"
ANI PHARMACEUTICALS IN COM,Common Stock,00182C103,686,"18,985",SH,,SOLE,,"17,135",0,"1,850"
ANIKA THERAPEUTICS INC,Common Stock,35255108,844,"20,696",SH,,SOLE,,"17,965",0,"2,731"
ANNALY MTG MGMT INC COM REIT,REIT,35710409,"32,707","3,803,150",SH,,SOLE,,"2,499,400",0,"1,303,749"
ANSELL LTD-UNSPON ADR,ADR,03634M208,459,"3,901",SH,,SOLE,,"3,834",0,67
ANSYS INC,Common Stock,03662Q105,"89,283","262,937",SH,,SOLE,,"231,558",0,"31,379"
ANTA SPORTS PRODS LTD ADR,ADR,03662P107,"7,035","17,040",SH,,SOLE,,"16,020",0,"1,020"
ANTARES PHARMA INC,Common Stock,36642106,299,"72,631",SH,,SOLE,,"20,026",0,"52,605"
ANTERIX INC,Common Stock,03676C100,"1,272","26,966",SH,,SOLE,,"26,810",0,156
ANTERO MIDSTREAM CORP,Common Stock,03676B102,"24,782","2,744,356",SH,,SOLE,,"2,479,903",0,"264,453"
ANTERO RESOURCES CORP,Common Stock,03674X106,"2,305","225,941",SH,,SOLE,,"169,508",0,"56,433"
ANTHEM INC,Common Stock,36752103,"338,751","943,726",SH,,SOLE,,"747,821",0,"195,905"
AO SMITH CORP,Common Stock,831865209,"41,952","620,503",SH,,SOLE,,"520,257",0,"100,246"
AON PLC,Common Stock,G0403H108,"163,205","709,247",SH,,SOLE,,"608,222",0,"101,025"
AP Moller - Maersk A/S,ADR,00202F102,"36,021","3,091,895",SH,,SOLE,,"2,787,369",0,"304,526"
APA CORP,Common Stock,03743Q108,"31,994","1,787,359",SH,,SOLE,,"1,213,565",0,"573,795"
APARTMENT INCOME REIT CO-W/I,REIT,03750L109,"12,236","286,166",SH,,SOLE,,"235,811",0,"50,355"
APARTMENT INVT & MGMT CO -A REIT,REIT,03748R747,"1,936","315,323",SH,,SOLE,,"261,119",0,"54,204"
APELLIS PHARMACEUTICALS INC,Common Stock,03753U106,"1,325","30,890",SH,,SOLE,,"28,472",0,"2,418"
API Group Corp,Common Stock,00187Y100,782,"37,806",SH,,SOLE,,"19,987",0,"17,819"
APOGEE ENTERPRISES INC,Common Stock,37598109,"4,845","118,526",SH,,SOLE,,"97,511",0,"21,015"
APOLLO COMMERCIAL REAL ESTATE FINANCE REIT,REIT,03762U105,"8,894","636,630",SH,,SOLE,,"579,583",0,"57,047"
APOLLO GLOBAL MANAGEMENT INC,Common Stock,3.77E+108,"5,908","125,679",SH,,SOLE,,"20,834",0,"104,845"
APOLLO SR FLOATING COM,Closed-End Fund,37636107,"10,199","686,371",SH,,SOLE,,"367,711",0,"318,660"
APOLLO TACTICAL INCOME COM,Closed-End Fund,37638103,"21,732","1,460,472",SH,,SOLE,,"687,696",0,"772,775"
APPFOLIO INC COM CL A,Common Stock,03783C100,"1,608","11,371",SH,,SOLE,,"10,884",0,487
APPIAN CORP,Common Stock,03782L101,"5,745","43,212",SH,,SOLE,,"41,097",0,"2,115"
APPLE HOSPITALITY REIT COM NEW,REIT,03784Y200,"8,234","565,160",SH,,SOLE,,"481,226",0,"83,934"
APPLE INC COM,Common Stock,37833100,"6,621,877","54,211,029",SH,,SOLE,,"43,453,519",0,"10,757,509"
APPLIED INDUSTRIAL TECHNOLOGIE,Common Stock,03820C105,"9,535","104,589",SH,,SOLE,,"90,044",0,"14,545"
APPLIED MATERIALS INC,Common Stock,38222105,"598,987","4,483,438",SH,,SOLE,,"2,853,141",0,"1,630,297"
Applied Molecular Transport In,Common Stock,03824M109,367,"8,345",SH,,SOLE,,"7,105",0,"1,240"
APPLIED OPTOELECTRONICS INC,Common Stock,03823U102,447,"53,475",SH,,SOLE,,"52,325",0,"1,150"
APRIA INC,Common Stock,03836A101,559,"20,019",SH,,SOLE,,114,0,"19,905"
APTARGROUP INC,Common Stock,38336103,"30,244","213,481",SH,,SOLE,,"167,427",0,"46,053"
APTIV PLC,Common Stock,G6095L109,"97,084","704,018",SH,,SOLE,,"629,575",0,"74,444"
ARAMARK,Common Stock,03852U106,"18,508","489,894",SH,,SOLE,,"478,977",0,"10,917"
ARBOR RLTY TR INC COM REIT,REIT,38923108,"2,309","145,205",SH,,SOLE,,"39,645",0,"105,559"
ARCBEST CORP,Common Stock,03937C105,"11,281","160,312",SH,,SOLE,,"85,404",0,"74,908"
ARCELORMITTAL NY REG SH CL A,NY Reg Shrs,03938L203,"23,195","795,180",SH,,SOLE,,"572,176",0,"223,004"
ARCH CAPITAL GROUP LTD,Common Stock,G0450A105,"24,198","630,661",SH,,SOLE,,"574,524",0,"56,137"
ARCH RESOURCES INC,Common Stock,03940R107,"2,300","55,291",SH,,SOLE,,"50,475",0,"4,816"
ARCHER-DANIELS-MIDLAND CO,Common Stock,39483102,"132,341","2,321,768",SH,,SOLE,,"1,729,123",0,"592,645"
ARCHROCK INC,Common Stock,03957W106,"10,669","1,124,276",SH,,SOLE,,"1,080,616",0,"43,660"
ARCO PLATFORM LTD - CLASS A,Common Stock,G04553106,342,"13,507",SH,,SOLE,,"13,507",0,0
Arconic Corp,Common Stock,03966V107,"8,082","318,328",SH,,SOLE,,"217,746",0,"100,582"
ARCOS DORADOS HLDNG IN SHS CLASS -A -,Common Stock,G0457F107,233,"45,835",SH,,SOLE,,"45,835",0,0
ARCOSA INC,Common Stock,39653100,"13,857","212,893",SH,,SOLE,,"202,699",0,"10,194"
ARCTURUS THERAPEUTICS LTD,Common Stock,03969T109,468,"11,337",SH,,SOLE,,"10,247",0,"1,090"
ARCUS BIOSCIENCES INC,Common Stock,03969F109,973,"34,645",SH,,SOLE,,"23,026",0,"11,619"
Arcutis Biotherapeutics Inc,Common Stock,03969K108,232,"8,010",SH,,SOLE,,"5,881",0,"2,129"
ARDAGH GROUP SA,Common Stock,L0223L101,"4,913","193,361",SH,,SOLE,,"140,003",0,"53,358"
ARDELYX INC COM,Common Stock,39697107,344,"51,998",SH,,SOLE,,"51,623",0,375
ARDMORE SHIPPING CORP,Common Stock,Y0207T100,627,"138,066",SH,,SOLE,,"117,455",0,"20,611"
ARENA PHARMACEUTICALS INC COM,Common Stock,40047607,"5,089","73,335",SH,,SOLE,,"36,338",0,"36,997"
ARES CAP CORP COM,Common Stock,04010L103,"1,593","85,120",SH,,SOLE,,"82,405",0,"2,715"
ARES COML REAL ESTATE COM,REIT,04013V108,737,"53,686",SH,,SOLE,,"52,376",0,"1,311"
ARES DYNAMIC CR ALLOCA COM,Closed-End Fund,04014F102,"30,320","2,017,308",SH,,SOLE,,"960,720",0,"1,056,589"
ARES MANAGEMENT CORP - A,Common Stock,03990B101,"2,747","49,033",SH,,SOLE,,"47,804",0,"1,229"
ARGAN INC,Common Stock,4.01E+112,302,"5,657",SH,,SOLE,,"4,306",0,"1,351"
ARGENX SE - ADR,ADR,04016X101,"8,099","29,409",SH,,SOLE,,"22,943",0,"6,466"
ARGO GROUP INTERNATIONAL HOLDINGS LTD,Common Stock,G0464B107,"9,976","198,247",SH,,SOLE,,"48,609",0,"149,638"
ARISTA NETWORKS INC COM,Common Stock,40413106,"62,708","207,717",SH,,SOLE,,"117,505",0,"90,212"
ARKEMA SPON ADR,ADR,41232109,"12,884","105,650",SH,,SOLE,,"81,722",0,"23,928"
ARLINGTON ASSET INVESTMENT-A,REIT,41356205,641,"158,683",SH,,SOLE,,"156,558",0,"2,125"
ARLO TECHNOLOGIES INC,Common Stock,04206A101,"1,134","180,551",SH,,SOLE,,"168,072",0,"12,479"
ARMADA HOFFLER PPTYS COM,REIT,04208T108,"2,729","217,642",SH,,SOLE,,"203,184",0,"14,458"
ARMOUR RESIDENTIAL REI COM,REIT,42315507,"1,741","142,738",SH,,SOLE,,"130,486",0,"12,252"
ARMSTRONG FLOORING INC,Common Stock,04238R106,82,"16,819",SH,,SOLE,,"16,389",0,430
ARMSTRONG WORLD INDUSTRIES INC,Common Stock,04247X102,"9,306","103,297",SH,,SOLE,,"61,271",0,"42,026"
ARROW ELECTRONICS INC,Common Stock,42735100,"43,848","395,669",SH,,SOLE,,"216,991",0,"178,678"
ARROW FINANCIAL CORP,Common Stock,42744102,"1,833","55,043",SH,,SOLE,,"28,091",0,"26,952"
ARROWHEAD PHARMACEUTICALS INC,Common Stock,04280A100,"7,285","109,868",SH,,SOLE,,"103,076",0,"6,792"
ARTESIAN RESOURCES CORP,Common Stock,43113208,"2,667","67,735",SH,,SOLE,,"25,705",0,"42,030"
ARTHUR J GALLAGHER & CO,Common Stock,363576109,"61,319","491,459",SH,,SOLE,,"443,911",0,"47,548"
ARTISAN PARTNERS ASSET CL A,Common Stock,04316A108,"11,678","223,837",SH,,SOLE,,"113,773",0,"110,064"
ARVINAS INC,Common Stock,04335A105,"3,055","46,220",SH,,SOLE,,"37,429",0,"8,791"
ASANA INC - CL A,Common Stock,04342Y104,"1,616","56,537",SH,,SOLE,,"55,571",0,966
ASBURY AUTOMOTIVE GROUP INC,Common Stock,43436104,"17,252","87,797",SH,,SOLE,,"72,745",0,"15,052"
ASCENDIS PHARMA A/S - ADR,ADR,04351P101,"2,571","19,945",SH,,SOLE,,"18,638",0,"1,307"
ASE INDUSTRIAL HOLDING CO LTD,ADR,00215W100,"23,544","3,057,671",SH,,SOLE,,"2,171,403",0,"886,268"
ASGN INC,Common Stock,00191U102,"8,047","84,314",SH,,SOLE,,"69,329",0,"14,985"
ASHAI KASEI CORP ADR,ADR,43400100,"21,438","920,095",SH,,SOLE,,"823,458",0,"96,637"
ASHLAND GLOBAL HOLDINGS INC,Common Stock,44186104,"18,352","206,737",SH,,SOLE,,"84,938",0,"121,799"
ASHTEAD GROUP PLC ADR,ADR,45055100,"44,136","180,887",SH,,SOLE,,"161,163",0,"19,724"
ASM PACIFIC TECHNOL-UNSP ADR,ADR,00212G108,"5,741","147,839",SH,,SOLE,,"133,127",0,"14,712"
ASML HLDG NV N Y SHS,NY Reg Shrs,N07059210,"301,486","488,348",SH,,SOLE,,"392,115",0,"96,232"
ASPEN PHARMACARE HL-UNSP ADR,ADR,04530Y106,109,"10,970",SH,,SOLE,,"10,102",0,868
ASPEN TECHNOLOGY INC,Common Stock,45327103,"15,322","106,158",SH,,SOLE,,"76,396",0,"29,761"
ASPIRA WOMEN'S HEALTH INC,Common Stock,04537Y109,342,"50,613",SH,,SOLE,,"50,345",0,268
ASSA ABLOY AB ADR,ADR,45387107,"42,119","2,929,019",SH,,SOLE,,"2,358,368",0,"570,651"
ASSEMBLY BIOSCIENCES INC,Common Stock,45396108,199,"43,270",SH,,SOLE,,"38,431",0,"4,839"
ASSERTIO HOLDINGS INC,Common Stock,04546C106,11,"16,607",SH,,SOLE,,"14,291",0,"2,316"
Assicurazioni Generali SpA,ADR,04545K109,108,"10,707",SH,,SOLE,,"2,760",0,"7,947"
ASSOCIATED BANC-CORP,Common Stock,45487105,"17,227","807,275",SH,,SOLE,,"689,553",0,"117,722"
ASSOCIATED BRIT FOODS ADR NEW,ADR,45519402,"16,019","481,332",SH,,SOLE,,"431,420",0,"49,912"
ASSURANT INC,Common Stock,04621X108,"31,990","225,644",SH,,SOLE,,"152,315",0,"73,329"
ASSURED GUARANTY LTD,Common Stock,G0585R106,"15,314","362,214",SH,,SOLE,,"250,094",0,"112,121"
ASTEC INDUSTRIES INC,Common Stock,46224101,"5,947","78,852",SH,,SOLE,,"74,633",0,"4,219"
ASTELLAS PHARMA INC - UNSP ADR,ADR,04623U102,"42,052","2,723,548",SH,,SOLE,,"2,478,166",0,"245,382"
ASTRA INTERNATIONAL - UNSP ADR,ADR,69367X109,647,"89,089",SH,,SOLE,,"82,476",0,"6,613"
ASTRAZENECA PLC SPONSORED ADR,ADR,46353108,"160,495","3,227,975",SH,,SOLE,,"2,725,457",0,"502,517"
ASTRONICS CORP,Common Stock,46433108,201,"11,143",SH,,SOLE,,"9,438",0,"1,705"
ASURE SOFTWARE INC,Common Stock,04649U102,567,"74,232",SH,,SOLE,,"8,313",0,"65,919"
ASX LTD ADR,ADR,2.12E+105,"5,345","98,193",SH,,SOLE,,"82,669",0,"15,524"
AT HOME GROUP INC,Common Stock,04650Y100,"4,080","142,149",SH,,SOLE,,"59,980",0,"82,169"
AT&T INC,Common Stock,00206R102,"543,568","17,957,318",SH,,SOLE,,"14,012,223",0,"3,945,095"
ATARA BIOTHERAPEUTICS COM,Common Stock,46513107,932,"64,894",SH,,SOLE,,"60,536",0,"4,358"
ATHENE HOLDING LTD CLASS A,Common Stock,G0684D107,"15,625","310,021",SH,,SOLE,,"234,132",0,"75,889"
Athenex Inc,Common Stock,04685N103,286,"66,440",SH,,SOLE,,"65,304",0,"1,136"
ATHERSYS INC COM,Common Stock,04744L106,147,"81,590",SH,,SOLE,,"79,482",0,"2,108"
ATKORE INC,Common Stock,47649108,"13,182","183,337",SH,,SOLE,,"36,518",0,"146,819"
ATLANTIA SPA ADR,ADR,4.82E+07,"22,015","2,364,705",SH,,SOLE,,"2,126,522",0,"238,183"
ATLANTIC POWER CORP,Common Stock,04878Q863,"1,570","543,271",SH,,SOLE,,"486,922",0,"56,349"
ATLANTIC UNION BANKSHARES CO,Common Stock,04911A107,"2,141","55,811",SH,,SOLE,,"52,174",0,"3,637"
ATLANTICA SUSTAINABLE INFRASTRUCTURE,Common Stock,G0751N103,"2,793","76,237",SH,,SOLE,,"71,121",0,"5,116"
ATLAS AIR WORLDWIDE HOLDINGS I,Common Stock,49164205,"14,391","238,108",SH,,SOLE,,"121,685",0,"116,423"
ATLAS COPCO AB SP ADR A NEW,ADR,49255706,"70,826","1,158,806",SH,,SOLE,,"1,011,711",0,"147,095"
ATLAS COPCO SP ADR B NEW,ADR,49255805,"26,134","499,688",SH,,SOLE,,"467,800",0,"31,888"
ATLASSIAN CORP PLC-CLASS A,Common Stock,G06242104,"41,223","195,592",SH,,SOLE,,"145,559",0,"50,033"
ATMOS ENERGY CORP,Common Stock,49560105,"38,329","387,751",SH,,SOLE,,"343,315",0,"44,436"
ATN INTERNATIONAL INC,Common Stock,00215F107,"1,442","29,363",SH,,SOLE,,"23,554",0,"5,809"
ATOS ORIGIN SA ADR,ADR,04962A105,"11,471","742,491",SH,,SOLE,,"660,045",0,"82,446"
ATRECA INC - A,Common Stock,04965G109,375,"24,474",SH,,SOLE,,"6,030",0,"18,444"
ATRICURE INC COM,Common Stock,04963C209,"2,109","32,184",SH,,SOLE,,"14,482",0,"17,702"
ATRION CORP,Common Stock,49904105,"1,941","3,026",SH,,SOLE,,"1,558",0,"1,468"
AU OPTRONICS CORP SPONSORED ADR,ADR,2255107,"19,078","2,543,691",SH,,SOLE,,"2,410,388",0,"133,303"
AUDIOCODES LTD,Common Stock,M15342104,"2,021","74,917",SH,,SOLE,,"10,185",0,"64,732"
AURINIA PHARMACEUTICALS INC,Common Stock,05156V102,342,"26,334",SH,,SOLE,,"18,018",0,"8,316"
AUSTRALIA&NEW ZEALAND BKG GR SPONSORED ADR,ADR,52528304,"79,596","3,708,594",SH,,SOLE,,"3,294,353",0,"414,241"
AUTO TRADER GROUP PLC ADR,ADR,5.28E+107,"8,275","4,276,737",SH,,SOLE,,"3,843,937",0,"432,800"
AUTODESK INC,Common Stock,52769106,"220,950","797,222",SH,,SOLE,,"677,975",0,"119,247"
AUTOHOME INC ADR,ADR,05278C107,"3,788","40,610",SH,,SOLE,,"37,843",0,"2,766"
AUTOLIV INC,Common Stock,52800109,"7,584","81,725",SH,,SOLE,,"73,305",0,"8,420"
AUTOMATIC DATA PROCESSING INC,Common Stock,53015103,"357,046","1,894,447",SH,,SOLE,,"1,383,237",0,"511,210"
AUTONATION INC,Common Stock,05329W102,"16,911","181,407",SH,,SOLE,,"132,486",0,"48,921"
AUTOZONE INC,Common Stock,53332102,"155,331","110,611",SH,,SOLE,,"68,619",0,"41,992"
AVALARA INC,Common Stock,05338G106,"9,046","67,795",SH,,SOLE,,"56,443",0,"11,352"
AVALONBAY CMNTYS INC COM REIT,REIT,53484101,"55,331","299,878",SH,,SOLE,,"260,655",0,"39,223"
AVANGRID INC,Common Stock,05351W103,"20,006","401,643",SH,,SOLE,,"392,797",0,"8,846"
AVANOS MEDICAL INC,Common Stock,05350V106,"3,321","75,924",SH,,SOLE,,"70,551",0,"5,373"
AVANTOR INC,Common Stock,05352A100,"7,371","254,787",SH,,SOLE,,"218,867",0,"35,920"
AVAYA HLDGS CORP COM,Common Stock,05351X101,"4,180","149,117",SH,,SOLE,,"48,013",0,"101,104"
Avenue Therapeutics Inc,Common Stock,05360L205,157,"25,868",SH,,SOLE,,"24,453",0,"1,415"
AVERY DENNISON CORP,Common Stock,53611109,"68,775","374,487",SH,,SOLE,,"259,261",0,"115,226"
AVID BIOSERVICES INC,Common Stock,05368M106,782,"42,895",SH,,SOLE,,"5,512",0,"37,383"
AVID TECHNOLOGY INC,Common Stock,05367P100,641,"30,360",SH,,SOLE,,"15,765",0,"14,595"
Avient Corp,Common Stock,05368V106,"11,351","240,125",SH,,SOLE,,"191,735",0,"48,389"
AVIS BUDGET GROUP INC,Common Stock,53774105,"7,084","97,657",SH,,SOLE,,"63,492",0,"34,165"
AVISTA CORP,Common Stock,05379B107,"18,705","391,730",SH,,SOLE,,"382,365",0,"9,365"
AVIVA PLC - SPON ADR,ADR,05382A104,"41,071","3,634,558",SH,,SOLE,,"3,056,610",0,"577,948"
AVNET INC,Common Stock,53807103,"31,776","765,510",SH,,SOLE,,"413,815",0,"351,695"
AVROBIO INC,Common Stock,05455M100,163,"12,806",SH,,SOLE,,"12,623",0,183
AXA SPONSORED ADR,ADR,54536107,"70,643","2,610,623",SH,,SOLE,,"1,993,992",0,"616,630"
AXALTA COATING SYSTEMS LTD,Common Stock,G0750C108,"23,075","780,086",SH,,SOLE,,"276,314",0,"503,772"
AXCELIS TECHNOLOGIES INC,Common Stock,54540208,"3,335","81,160",SH,,SOLE,,"50,867",0,"30,293"
AXIS CAPITAL HOLDINGS LTD,Common Stock,G0692U109,"5,498","110,920",SH,,SOLE,,"88,282",0,"22,637"
AXOGEN INC,Common Stock,05463X106,"1,425","70,344",SH,,SOLE,,"8,584",0,"61,760"
AXON ENTERPRISE INC,Common Stock,05464C101,"12,471","87,563",SH,,SOLE,,"81,343",0,"6,220"
AXONICS INC,Common Stock,05465P101,"1,107","18,480",SH,,SOLE,,"17,324",0,"1,156"
AXOS FINANCIAL INC,Common Stock,05465C100,"10,054","213,868",SH,,SOLE,,"139,018",0,"74,850"
AXSOME THERAPEUTICS IN COM,Common Stock,05464T104,713,"12,594",SH,,SOLE,,"10,296",0,"2,298"
AXT INC,Common Stock,00246W103,702,"60,199",SH,,SOLE,,"60,096",0,103
AYTU BIOPHARMA INC,Common Stock,54754874,152,"20,062",SH,,SOLE,,"19,611",0,451
AZEK CO INC/THE,Common Stock,05478C105,923,"21,957",SH,,SOLE,,"20,702",0,"1,255"
AZZ INC,Common Stock,2474104,"2,795","55,510",SH,,SOLE,,"50,949",0,"4,561"
B&G FOODS INC,Common Stock,05508R106,"12,444","400,632",SH,,SOLE,,"386,042",0,"14,590"
B. RILEY FINANCIAL INC,Common Stock,05580M108,537,"9,518",SH,,SOLE,,"9,469",0,49
B2GOLD CORP MINING INC,Common Stock,11777Q209,"5,218","1,210,780",SH,,SOLE,,330,0,"1,210,450"
BABCOCK AND WILCOX ENTERPR,Common Stock,05614L209,153,"16,115",SH,,SOLE,,226,0,"15,889"
BADGER METER INC,Common Stock,56525108,"8,228","88,404",SH,,SOLE,,"54,841",0,"33,563"
BAE SYS PLC SPONSORED ADR,ADR,05523R107,"17,352","613,154",SH,,SOLE,,"520,385",0,"92,769"
BAIDU COM INC SPON ADR REP A,ADR,56752108,"35,803","164,574",SH,,SOLE,,"138,817",0,"25,757"
BAKER HUGHES CO,Common Stock,05722G100,"69,558","3,218,798",SH,,SOLE,,"2,713,635",0,"505,163"
BALCHEM CORP,Common Stock,57665200,"14,017","111,773",SH,,SOLE,,"74,063",0,"37,710"
BALFOUR BEAUTY PLC,ADR,05845R306,"1,902","233,070",SH,,SOLE,,"6,764",0,"226,306"
BALL CORP,Common Stock,58498106,"90,449","1,067,375",SH,,SOLE,,"907,765",0,"159,610"
BALLY'S CORP,Common Stock,05875B106,"2,977","45,819",SH,,SOLE,,"9,849",0,"35,970"
BANC OF CALIFORNIA INC,Common Stock,05990K106,"2,124","117,494",SH,,SOLE,,"62,203",0,"55,291"
BANCFIRST CORP,Common Stock,05945F103,"4,986","70,539",SH,,SOLE,,"66,256",0,"4,283"
BANCO BILBAO VIZCAYA ARGENTA SPONSORED ADR,ADR,05946K101,"45,006","8,621,906",SH,,SOLE,,"6,125,112",0,"2,496,794"
BANCO BRADESCO-SPONSORED ADR,ADR,59460303,"7,696","1,637,350",SH,,SOLE,,"1,231,144",0,"406,206"
BANCO DE CHILE SPONSORED ADR,ADR,59520106,"5,218","220,929",SH,,SOLE,,"205,290",0,"15,639"
BANCO DO BRASIL S A SPONSORED ADR,ADR,59578104,"1,780","328,959",SH,,SOLE,,"320,390",0,"8,569"
BANCO LATINOAMERICANO DE COMER,Common Stock,P16994132,"4,366","288,586",SH,,SOLE,,"212,300",0,"76,286"
BANCO SANTANDER BRAZIL S.A.,ADR,05967A107,"5,596","793,713",SH,,SOLE,,"747,994",0,"45,719"
BANCO SANTANDER CENT HISPANO ADR,ADR,05964H105,"42,816","12,482,670",SH,,SOLE,,"10,053,332",0,"2,429,338"
BANCO SANTANDER CHILE NEW SP ADR REP COM,ADR,05965X109,"8,122","327,117",SH,,SOLE,,"311,947",0,"15,170"
BANCOLOMBIA S A SPON ADR PREF,ADR,05968L102,"8,470","264,764",SH,,SOLE,,"206,025",0,"58,739"
BANCORP INC/DE,Common Stock,05969A105,"1,350","65,137",SH,,SOLE,,"50,746",0,"14,391"
BANCORPSOUTH INC,Common Stock,05971J102,"4,352","133,990",SH,,SOLE,,"127,857",0,"6,133"
BANDWIDTH INC-CLASS A,Common Stock,05988J103,"4,501","35,511",SH,,SOLE,,"32,752",0,"2,759"
BANK CENTRAL ASIA TBK PT,Common Stock,Y7123P138,25,"11,497",SH,,SOLE,,"10,982",0,515
BANK COMM HLDGS COM,Common Stock,06424J103,239,"18,761",SH,,SOLE,,"13,970",0,"4,791"
BANK EAST ASIA LTD SPONSORED ADR,ADR,61874103,74,"33,641",SH,,SOLE,,"12,073",0,"21,568"
BANK FIRST CORP,Common Stock,06211J100,225,"3,002",SH,,SOLE,,108,0,"2,894"
BANK HAPOALIM LTD ADR,ADR,62510300,727,"19,546",SH,,SOLE,,"11,713",0,"7,833"
BANK OF AMERICA CORP,Common Stock,60505104,"968,444","25,030,865",SH,,SOLE,,"19,905,261",0,"5,125,603"
BANK OF CHINA ADR,ADR,06426M104,"5,468","573,769",SH,,SOLE,,"536,478",0,"37,291"
BANK OF HAWAII CORP,Common Stock,62540109,"14,090","157,446",SH,,SOLE,,"106,996",0,"50,450"
BANK OF IRELAND-UNSP ADR,ADR,06279J109,"1,364","269,098",SH,,SOLE,,"264,406",0,"4,692"
BANK OF MARIN BANCORP,Common Stock,63425102,666,"17,003",SH,,SOLE,,"4,891",0,"12,112"
BANK OF MONTREAL,Common Stock,63671101,"24,076","270,155",SH,,SOLE,,"261,886",0,"8,270"
BANK OF NEW YORK MELLON CORP/T,Common Stock,64058100,"140,997","2,981,530",SH,,SOLE,,"2,125,275",0,"856,255"
BANK OF NOVA SCOTIA,Common Stock,64149107,"34,452","550,788",SH,,SOLE,,"536,197",0,"14,591"
BANK OF NT BUTTERFIELD SHS NEW,Common Stock,G0772R208,"11,450","299,585",SH,,SOLE,,"200,514",0,"99,071"
BANK OZK,Common Stock,06417N103,"17,358","424,920",SH,,SOLE,,"244,115",0,"180,805"
BANKFINANCIAL CORP,Common Stock,06643P104,170,"16,488",SH,,SOLE,,"12,866",0,"3,622"
BANKINTER SA,ADR,66460304,191,"28,099",SH,,SOLE,,"5,657",0,"22,442"
BANKUNITED INC COM,Common Stock,06652K103,"33,579","764,031",SH,,SOLE,,"271,181",0,"492,850"
BANNER CORP,Common Stock,06652V208,"6,166","115,612",SH,,SOLE,,"90,898",0,"24,714"
BAOZUN INC-SPN ADR,ADR,06684L103,"1,312","34,404",SH,,SOLE,,"31,744",0,"2,660"
BAR HARBOR BANKSHARES,Common Stock,66849100,222,"7,551",SH,,SOLE,,"7,373",0,178
BARCLAYS PLC ADR,ADR,6.74E+207,"72,722","7,108,738",SH,,SOLE,,"5,379,433",0,"1,729,305"
BARINGS GLOBAL SHORT DURATION,Closed-End Fund,06760L100,468,"29,126",SH,,SOLE,,0,0,"29,126"
BARNES & NOBLE EDUCATION INC,Common Stock,06777U101,462,"56,791",SH,,SOLE,,"51,858",0,"4,933"
BARNES GROUP INC,Common Stock,67806109,"7,260","146,550",SH,,SOLE,,"134,409",0,"12,141"
BARRATT DEVS PLC ADR,ADR,6.83E+07,"4,602","198,175",SH,,SOLE,,"85,929",0,"112,246"
BARRETT BUSINESS SERVICES INC,Common Stock,6.85E+07,539,"7,826",SH,,SOLE,,"7,773",0,53
BARRICK GOLD CORP,Common Stock,6.79E+07,"27,105","1,368,958",SH,,SOLE,,"1,303,843",0,"65,116"
BASF A G ADR NEW,ADR,5.53E+07,"60,405","2,916,717",SH,,SOLE,,"2,008,094",0,"908,622"
BASSETT FURNITURE INDS INC COM,Common Stock,7.02E+07,604,"24,888",SH,,SOLE,,"24,853",0,35
BAUSCH HEALTH COS INC,Common Stock,7.17E+07,"16,364","515,568",SH,,SOLE,,"506,260",0,"9,308"
BAXTER INTERNATIONAL INC,Common Stock,7.18E+07,"153,485","1,819,841",SH,,SOLE,,"1,472,498",0,"347,343"
BAYER A G SPONSORED ADR,ADR,72730302,"31,710","1,996,871",SH,,SOLE,,"1,588,526",0,"408,345"
BAYERISCHE MOTOREN SPON ADR,ADR,72743305,"24,884","719,073",SH,,SOLE,,"648,860",0,"70,213"
BB SEGURIDADE PARTICIP SPONSORED ADR,ADR,05541J103,"1,611","386,443",SH,,SOLE,,"353,756",0,"32,687"
